N;SG;ESS	5.87584102717873	5.6207539859751705	5.373456695071106
N;ESS;PL	16.239575126535783	15.989391135051847	5.918460591542605
N;INS;PL	20.276757250517864	20.665076676523313	4.928327247083
N;ESS;SG	7.824526388951668	6.516786583000794	5.971370323809784
N;DAT;PL	2.7614176831384283	2.444897296692943	2.045173159025433
N;NOM;PL	5.405820012961043	5.153402507829014	2.5422566684936223
N;ACC;PL	6.731615104032504	5.978107969494886	4.931230488157384
N;PL;INAN	6.242951630690301	5.0577483517699875	4.727105661949251
N;PL;INS	16.844546953423304	16.57567818555981	5.830424508327112
N;SG;INS	15.991962235153746	13.728853214524861	8.230159662515376
N;GEN;SG	10.586176812807865	9.117338070442202	5.857813348668492
N;SG;GEN	8.294145021419045	7.765685703227064	4.764595765088667
N;NOM;SG	9.839922671570596	7.257475051970687	11.778067294949404
N;PL;DAT	4.113341442615563	3.5277858914560056	2.5593992486725203
N;SG;INAN	11.821940238327793	10.183538822260743	9.599346585862047
N;SG;ANIM	5.217769652198949	3.7963732717907988	4.353309080345721
N;PL;ANIM	6.074956247880007	6.139760757650947	3.296597412023434
N;SG;NOM	9.708977008340343	7.6163383106468245	11.886202921822994
N;PL;NOM	9.226904970190226	9.260891745594563	2.8385382600057865
N;SG;DAT	9.963720389102663	11.256385454376868	5.620180677003967
N;PL;ACC	8.257090964182112	7.3802785229927395	5.3553590408351095
N;PL;ESS	12.560458279836665	11.467752115917392	6.323298410614314
N;SG;ACC	15.727048429774852	11.980793216382153	15.48010277244848
N;INAN;PL	3.4423405875389306	2.7470300776476506	4.142957565774605
N;INAN;SG	13.018262555663256	11.470158304851793	11.322159242860769
N;GEN;PL	17.343866289967306	14.34938872103885	12.556169752925692
N;INS;SG	16.906100151324942	14.212461798728327	9.232513751575862
N;ANIM;SG	5.975669066189656	4.457322305795969	4.809787221192236
N;ACC;SG	15.50963635717652	12.68834731116658	15.55252118492787
N;ANIM;PL	6.4831535135545195	5.712724875629647	2.6510989527742583
N;DAT;SG	9.114008570173295	10.80019876325241	6.011914816615771
