Voice,Definite,Degree	1.0
Voice,Definite,Foreign	1.5275252316519468
Voice,Definite,Tense	2.0816659994661326
Voice,Definite,PronType	2.6457513110645907
Voice,Definite,Person	3.2145502536643185
Voice,Definite,NumType	3.785938897200183
Voice,Definite,VerbForm	4.358898943540674
Voice,Definite,Gender	4.932882862316247
Voice,Definite,Mood	5.507570547286102
Voice,Definite,Case	6.082762530298219
Voice,Definite,Number	6.658328118479393
Voice,Degree,Foreign	1.5275252316519468
Voice,Degree,Tense	2.0
Voice,Degree,PronType	2.5166114784235836
Voice,Degree,Person	3.0550504633038935
Voice,Degree,NumType	3.605551275463989
Voice,Degree,VerbForm	4.163331998932265
Voice,Degree,Gender	4.725815626252609
Voice,Degree,Mood	5.291502622129181
Voice,Degree,Case	5.8594652770823155
Voice,Degree,Number	6.429100507328637
Voice,Foreign,Tense	2.081665999466133
Voice,Foreign,PronType	2.5166114784235836
Voice,Foreign,Person	3.0
Voice,Foreign,NumType	3.5118845842842465
Voice,Foreign,VerbForm	4.041451884327381
Voice,Foreign,Gender	4.58257569495584
Voice,Foreign,Mood	5.131601439446884
Voice,Foreign,Case	5.686240703077327
Voice,Foreign,Number	6.244997998398398
Voice,Tense,PronType	2.6457513110645907
Voice,Tense,Person	3.0550504633038935
Voice,Tense,NumType	3.5118845842842465
Voice,Tense,VerbForm	4.0
Voice,Tense,Gender	4.509249752822894
Voice,Tense,Mood	5.033222956847167
Voice,Tense,Case	5.5677643628300215
Voice,Tense,Number	6.110100926607787
Voice,PronType,Person	3.2145502536643185
Voice,PronType,NumType	3.605551275463989
Voice,PronType,VerbForm	4.041451884327381
Voice,PronType,Gender	4.509249752822894
Voice,PronType,Mood	5.0
Voice,PronType,Case	5.507570547286102
Voice,PronType,Number	6.027713773341708
Voice,Person,NumType	3.7859388972001824
Voice,Person,VerbForm	4.163331998932266
Voice,Person,Gender	4.58257569495584
Voice,Person,Mood	5.033222956847167
Voice,Person,Case	5.507570547286102
Voice,Person,Number	6.0
Voice,NumType,VerbForm	4.358898943540674
Voice,NumType,Gender	4.725815626252608
Voice,NumType,Mood	5.131601439446884
Voice,NumType,Case	5.5677643628300215
Voice,NumType,Number	6.027713773341708
Voice,VerbForm,Gender	4.932882862316247
Voice,VerbForm,Mood	5.291502622129181
Voice,VerbForm,Case	5.686240703077327
Voice,VerbForm,Number	6.110100926607787
Voice,Gender,Mood	5.507570547286102
Voice,Gender,Case	5.8594652770823155
Voice,Gender,Number	6.244997998398398
Voice,Mood,Case	6.082762530298219
Voice,Mood,Number	6.429100507328637
Voice,Case,Number	6.658328118479393
Definite,Degree,Foreign	1.0
Definite,Degree,Tense	1.5275252316519468
Definite,Degree,PronType	2.081665999466133
Definite,Degree,Person	2.6457513110645907
Definite,Degree,NumType	3.2145502536643185
Definite,Degree,VerbForm	3.785938897200183
Definite,Degree,Gender	4.358898943540674
Definite,Degree,Mood	4.932882862316247
Definite,Degree,Case	5.507570547286102
Definite,Degree,Number	6.082762530298219
Definite,Foreign,Tense	1.5275252316519468
Definite,Foreign,PronType	2.0
Definite,Foreign,Person	2.5166114784235836
Definite,Foreign,NumType	3.0550504633038935
Definite,Foreign,VerbForm	3.605551275463989
Definite,Foreign,Gender	4.163331998932266
Definite,Foreign,Mood	4.725815626252608
Definite,Foreign,Case	5.291502622129181
Definite,Foreign,Number	5.8594652770823155
Definite,Tense,PronType	2.081665999466133
Definite,Tense,Person	2.5166114784235836
Definite,Tense,NumType	3.0
Definite,Tense,VerbForm	3.5118845842842465
Definite,Tense,Gender	4.041451884327381
Definite,Tense,Mood	4.58257569495584
Definite,Tense,Case	5.131601439446884
Definite,Tense,Number	5.686240703077327
Definite,PronType,Person	2.6457513110645907
Definite,PronType,NumType	3.0550504633038935
Definite,PronType,VerbForm	3.5118845842842465
Definite,PronType,Gender	4.0
Definite,PronType,Mood	4.509249752822894
Definite,PronType,Case	5.033222956847167
Definite,PronType,Number	5.5677643628300215
Definite,Person,NumType	3.2145502536643185
Definite,Person,VerbForm	3.605551275463989
Definite,Person,Gender	4.041451884327381
Definite,Person,Mood	4.509249752822894
Definite,Person,Case	5.0
Definite,Person,Number	5.507570547286102
Definite,NumType,VerbForm	3.7859388972001824
Definite,NumType,Gender	4.163331998932266
Definite,NumType,Mood	4.58257569495584
Definite,NumType,Case	5.033222956847167
Definite,NumType,Number	5.507570547286102
Definite,VerbForm,Gender	4.358898943540674
Definite,VerbForm,Mood	4.725815626252608
Definite,VerbForm,Case	5.131601439446884
Definite,VerbForm,Number	5.5677643628300215
Definite,Gender,Mood	4.932882862316247
Definite,Gender,Case	5.291502622129181
Definite,Gender,Number	5.686240703077327
Definite,Mood,Case	5.507570547286102
Definite,Mood,Number	5.8594652770823155
Definite,Case,Number	6.082762530298219
Degree,Foreign,Tense	1.0
Degree,Foreign,PronType	1.5275252316519468
Degree,Foreign,Person	2.081665999466133
Degree,Foreign,NumType	2.6457513110645907
Degree,Foreign,VerbForm	3.2145502536643185
Degree,Foreign,Gender	3.7859388972001824
Degree,Foreign,Mood	4.358898943540674
Degree,Foreign,Case	4.932882862316247
Degree,Foreign,Number	5.507570547286102
Degree,Tense,PronType	1.5275252316519468
Degree,Tense,Person	2.0
Degree,Tense,NumType	2.516611478423583
Degree,Tense,VerbForm	3.0550504633038935
Degree,Tense,Gender	3.605551275463989
Degree,Tense,Mood	4.163331998932266
Degree,Tense,Case	4.725815626252608
Degree,Tense,Number	5.291502622129181
Degree,PronType,Person	2.0816659994661326
Degree,PronType,NumType	2.516611478423583
