N;PL;GEN	5.03041486679933	8.55838570956004
N;SG;ACC	11.360298445930338	8.089943424546819
N;NDEF;INFM	4.033327052981749	7.136456211812627
N;GEN;PSSD	1.2801009171484368	6.92475086434818
N;PL;ACC	9.75053356898581	8.557076101468624
N;NDEF;ACC	9.888346267299744	8.623111474071049
N;NOM;PSSD	2.8202965258389927	6.738812042310822
N;GEN;SG	6.437167067626983	8.06323292710968
N;PL;INFM	4.282723440798923	8.09243974909211
N;DU;NOM	27.73002575978858	9.308711493872144
N;NOM;NDEF	14.600934489903059	8.39857433808554
N;INFM;PL	5.998350952441115	8.09243974909211
N;PSSD;ACC	1.2102893376251538	6.92473555736371
N;INFM;NDEF	3.7408024353842713	7.136456211812627
N;DU;DEF	26.249107908300974	12.351042701092354
N;GEN;PL	3.4193653334012497	8.55838570956004
N;SG;DEF	25.367663966433394	9.533930416810197
N;PSSD;DU	1.864045221622967	8.18624286069034
N;DU;NDEF	7.189376509114942	9.243290258449305
N;PSSD;NOM	1.797388693874319	6.738812042310822
N;GEN;DU	6.172897965746709	10.137086092715231
N;NDEF;NOM	13.324107881421506	8.39857433808554
N;NDEF;PL	10.555259253971519	8.119870678935587
N;NOM;SG	3.542642051219891	8.062464117579516
N;ACC;SG	11.193886625986904	8.089943424546819
N;SG;PSSD	2.277811611824076	6.360031037158376
N;DEF;ACC	18.410563780931767	10.29015011309891
N;INFM;PSSD	2.6534780668835984	6.920886719544438
N;DEF;INFM	2.4248335135629127	10.269519367268302
N;ACC;PSSD	1.9076520867807556	6.92473555736371
N;DU;PSSD	1.7240130829372748	8.18624286069034
N;DEF;SG	13.11179455674421	9.533930416810197
N;ACC;PL	10.04374750079117	8.557076101468624
N;NDEF;GEN	19.51479829292087	8.561005518087063
N;PL;PSSD	6.528496270815886	7.057673267326733
N;SG;INFM	2.2648441988126806	7.419680789987369
N;ACC;DU	1.6139378845356	10.137417218543046
N;DEF;GEN	2.2701771675447144	10.278239707969986
N;ACC;NDEF	8.214513147548926	8.623111474071049
N;SG;GEN	6.389474252705499	8.06323292710968
N;PSSD;PL	4.757041610444307	7.057673267326733
N;SG;NOM	4.877420127728061	8.062464117579516
N;INFM;DU	11.564769725249684	10.125496688741721
N;DEF;DU	29.560457837419143	12.351042701092354
N;NDEF;SG	11.60929072392555	7.8295867196956594
N;GEN;DEF	1.9851930508050046	10.278239707969986
N;NDEF;DU	11.02263829096755	9.243290258449305
N;ACC;DEF	18.479297660266006	10.29015011309891
N;DU;ACC	1.4944206519456837	10.137417218543046
N;INFM;DEF	2.0006131914421097	10.269519367268302
N;SG;NDEF	9.32620708926219	7.8295867196956594
N;GEN;NDEF	12.132857713689926	8.561005518087063
N;PSSD;INFM	1.7568016711530843	6.920886719544438
N;PSSD;GEN	1.4910763206471964	6.92475086434818
N;DU;INFM	5.581415897118953	10.125496688741721
N;DU;GEN	4.367681834893899	10.137086092715231
N;PL;NDEF	8.51571457460401	8.119870678935587
N;PSSD;SG	2.2765223626859825	6.360031037158376
N;INFM;SG	2.6036822204981704	7.419680789987369
